id,created_at,vehicle_model,issue,status,completed_at,month
T000358,2023-07-25,E-Sedan Pro,General maintenance,in_progress,,2023-07
T000359,2023-07-26,E-Compact City,General maintenance,in_progress,,2023-07
T000360,2023-07-26,E-SUV Elite,Tire replacement needed,completed,2023-08-01,2023-07
T000361,2023-07-26,E-SUV Elite,Brake system check,in_progress,,2023-07
T000362,2023-07-26,E-Sedan Pro,Display console malfunction,completed,2023-07-27,2023-07
T000363,2023-07-27,E-Truck Power,Climate control fault,completed,2023-07-31,2023-07
T000364,2023-07-27,E-Truck Power,Brake system check,completed,2023-07-31,2023-07
T000365,2023-07-28,E-Truck Power,Battery range reduced,in_progress,,2023-07
T000366,2023-07-28,E-Truck Power,Motor performance issue,completed,2023-07-31,2023-07
T000367,2023-07-29,E-SUV Elite,Tire replacement needed,completed,2023-08-03,2023-07
T000368,2023-07-29,E-Truck Power,Display console malfunction,completed,2023-08-04,2023-07
T000369,2023-07-29,E-SUV Elite,Charging port not working,completed,2023-08-03,2023-07
T000370,2023-07-29,E-Sedan Pro,Charging port not working,open,,2023-07
T000371,2023-07-30,E-Compact City,Climate control fault,in_progress,,2023-07
T000372,2023-07-30,E-Sports GT,Brake system check,in_progress,,2023-07
T000373,2023-07-31,E-Sedan Pro,Software update required,completed,2023-08-01,2023-07
T000374,2023-07-31,E-Truck Power,Charging port not working,in_progress,,2023-07
T000375,2023-08-02,E-SUV Elite,Charging port not working,completed,2023-08-04,2023-08
T000376,2023-08-02,E-Truck Power,Battery range reduced,completed,2023-08-03,2023-08
T000377,2023-08-02,E-Compact City,Charging port not working,in_progress,,2023-08
T000378,2023-08-02,E-Compact City,Motor performance issue,open,,2023-08
T000379,2023-08-02,E-Sedan Pro,Brake system check,completed,2023-08-03,2023-08
T000380,2023-08-02,E-Sedan Pro,Battery range reduced,open,,2023-08
T000381,2023-08-03,E-Sports GT,Brake system check,open,,2023-08
T000382,2023-08-03,E-Compact City,General maintenance,in_progress,,2023-08
T000383,2023-08-03,E-SUV Elite,Brake system check,completed,2023-08-09,2023-08
T000384,2023-08-03,E-Compact City,Battery range reduced,open,,2023-08
T000385,2023-08-04,E-SUV Elite,Software update required,completed,2023-08-06,2023-08
T000386,2023-08-04,E-Compact City,Display console malfunction,completed,2023-08-06,2023-08
T000387,2023-08-04,E-Truck Power,Display console malfunction,open,,2023-08
T000388,2023-08-05,E-Truck Power,Tire replacement needed,completed,2023-08-08,2023-08
T000389,2023-08-05,E-Truck Power,Display console malfunction,open,,2023-08
T000390,2023-08-06,E-Truck Power,Tire replacement needed,completed,2023-08-12,2023-08
T000391,2023-08-06,E-Sedan Pro,Battery range reduced,in_progress,,2023-08
T000392,2023-08-06,E-Sedan Pro,General maintenance,in_progress,,2023-08
T000393,2023-08-07,E-Sedan Pro,Brake system check,completed,2023-08-11,2023-08
T000394,2023-08-07,E-SUV Elite,Charging port not working,open,,2023-08
T000395,2023-08-07,E-SUV Elite,Brake system check,completed,2023-08-11,2023-08
T000396,2023-08-08,E-SUV Elite,Motor performance issue,completed,2023-08-14,2023-08
T000397,2023-08-08,E-SUV Elite,Brake system check,completed,2023-08-12,2023-08
T000398,2023-08-08,E-Sports GT,Tire replacement needed,in_progress,,2023-08
T000399,2023-08-08,E-Sports GT,Suspension noise,completed,2023-08-14,2023-08
T000400,2023-08-08,E-Sedan Pro,General maintenance,completed,2023-08-10,2023-08
T000401,2023-08-08,E-Sedan Pro,Motor performance issue,open,,2023-08
T000402,2023-08-09,E-Truck Power,Suspension noise,completed,2023-08-15,2023-08
T000403,2023-08-09,E-Truck Power,General maintenance,open,,2023-08
T000404,2023-08-09,E-Sports GT,Display console malfunction,in_progress,,2023-08
T000405,2023-08-09,E-Truck Power,Software update required,open,,2023-08
T000406,2023-08-10,E-Sports GT,Tire replacement needed,in_progress,,2023-08
T000407,2023-08-11,E-Truck Power,Software update required,open,,2023-08
T000408,2023-08-12,E-Truck Power,Motor performance issue,completed,2023-08-18,2023-08
T000409,2023-08-12,E-Sports GT,Suspension noise,completed,2023-08-14,2023-08
T000410,2023-08-13,E-Compact City,Tire replacement needed,open,,2023-08
T000411,2023-08-14,E-Sedan Pro,Motor performance issue,in_progress,,2023-08
T000412,2023-08-14,E-Sedan Pro,Software update required,completed,2023-08-18,2023-08
T000413,2023-08-14,E-SUV Elite,Suspension noise,completed,2023-08-19,2023-08
T000414,2023-08-15,E-Truck Power,General maintenance,completed,2023-08-17,2023-08
T000415,2023-08-15,E-SUV Elite,Brake system check,in_progress,,2023-08
T000416,2023-08-15,E-Sports GT,Battery range reduced,completed,2023-08-20,2023-08
T000417,2023-08-15,E-SUV Elite,Tire replacement needed,completed,2023-08-20,2023-08
T000418,2023-08-15,E-Sports GT,Charging port not working,open,,2023-08
T000419,2023-08-16,E-Sedan Pro,Display console malfunction,completed,2023-08-22,2023-08
T000420,2023-08-16,E-Sports GT,Climate control fault,open,,2023-08
T000421,2023-08-16,E-Truck Power,Battery range reduced,in_progress,,2023-08
T000422,2023-08-16,E-Sports GT,Brake system check,completed,2023-08-17,2023-08
T000423,2023-08-16,E-Sports GT,Motor performance issue,completed,2023-08-20,2023-08
T000424,2023-08-16,E-Sedan Pro,Tire replacement needed,in_progress,,2023-08
T000425,2023-08-16,E-SUV Elite,Motor performance issue,in_progress,,2023-08
T000426,2023-08-17,E-Truck Power,Charging port not working,open,,2023-08
T000427,2023-08-17,E-Truck Power,Tire replacement needed,in_progress,,2023-08
T000428,2023-08-18,E-Sedan Pro,Display console malfunction,completed,2023-08-22,2023-08
T000429,2023-08-19,E-Sports GT,Charging port not working,open,,2023-08
T000430,2023-08-20,E-SUV Elite,Charging port not working,open,,2023-08
T000431,2023-08-20,E-Sedan Pro,General maintenance,completed,2023-08-22,2023-08
T000432,2023-08-20,E-Sedan Pro,Display console malfunction,completed,2023-08-21,2023-08
T000433,2023-08-21,E-Truck Power,Suspension noise,in_progress,,2023-08
T000434,2023-08-21,E-Compact City,Motor performance issue,in_progress,,2023-08
T000435,2023-08-21,E-SUV Elite,Tire replacement needed,completed,2023-08-22,2023-08
T000436,2023-08-21,E-Compact City,Charging port not working,completed,2023-08-24,2023-08
T000437,2023-08-22,E-Compact City,Brake system check,in_progress,,2023-08
T000438,2023-08-22,E-Compact City,Software update required,completed,2023-08-26,2023-08
T000439,2023-08-22,E-Sports GT,Charging port not working,completed,2023-08-24,2023-08
T000440,2023-08-23,E-Truck Power,General maintenance,completed,2023-08-24,2023-08
T000441,2023-08-24,E-Compact City,General maintenance,in_progress,,2023-08
T000442,2023-08-24,E-Sedan Pro,Motor performance issue,open,,2023-08
T000443,2023-08-24,E-Sports GT,Motor performance issue,completed,2023-08-25,2023-08
T000444,2023-08-24,E-SUV Elite,Climate control fault,in_progress,,2023-08
T000445,2023-08-25,E-Truck Power,Climate control fault,completed,2023-08-29,2023-08
T000446,2023-08-26,E-Sedan Pro,Display console malfunction,in_progress,,2023-08
T000447,2023-08-26,E-Sports GT,Motor performance issue,open,,2023-08
T000448,2023-08-28,E-SUV Elite,General maintenance,completed,2023-09-01,2023-08
T000449,2023-08-29,E-Sports GT,Motor performance issue,completed,2023-09-01,2023-08
T000450,2023-08-29,E-Truck Power,Brake system check,in_progress,,2023-08
T000451,2023-08-29,E-Sports GT,Tire replacement needed,completed,2023-08-31,2023-08
T000452,2023-08-29,E-Sedan Pro,General maintenance,completed,2023-08-30,2023-08
T000453,2023-08-30,E-Truck Power,Display console malfunction,open,,2023-08
T000454,2023-08-31,E-Truck Power,Climate control fault,in_progress,,2023-08
T000455,2023-09-01,E-Sports GT,General maintenance,completed,2023-09-03,2023-09
T000456,2023-09-01,E-Sports GT,Display console malfunction,completed,2023-09-04,2023-09
T000457,2023-09-01,E-Compact City,General maintenance,in_progress,,2023-09
T000458,2023-09-01,E-SUV Elite,Climate control fault,open,,2023-09
T000459,2023-09-02,E-Truck Power,Battery range reduced,completed,2023-09-08,2023-09
T000460,2023-09-02,E-Truck Power,Tire replacement needed,open,,2023-09
T000461,2023-09-02,E-Sports GT,Brake system check,completed,2023-09-05,2023-09
T000462,2023-09-02,E-Sedan Pro,Software update required,in_progress,,2023-09
T000463,2023-09-02,E-Compact City,Brake system check,completed,2023-09-07,2023-09
T000464,2023-09-03,E-Truck Power,Battery range reduced,completed,2023-09-06,2023-09
T000465,2023-09-03,E-Compact City,Suspension noise,completed,2023-09-06,2023-09
T000466,2023-09-03,E-Sports GT,Display console malfunction,open,,2023-09
T000467,2023-09-03,E-Truck Power,Climate control fault,completed,2023-09-06,2023-09
T000468,2023-09-04,E-SUV Elite,Battery range reduced,completed,2023-09-06,2023-09
T000469,2023-09-04,E-Compact City,General maintenance,open,,2023-09
T000470,2023-09-05,E-Truck Power,Display console malfunction,completed,2023-09-08,2023-09
T000471,2023-09-05,E-Compact City,Brake system check,in_progress,,2023-09
T000472,2023-09-05,E-Sedan Pro,Battery range reduced,completed,2023-09-10,2023-09
T000473,2023-09-06,E-SUV Elite,Motor performance issue,open,,2023-09
T000474,2023-09-06,E-Sports GT,Tire replacement needed,in_progress,,2023-09
T000475,2023-09-07,E-Compact City,General maintenance,in_progress,,2023-09
T000476,2023-09-07,E-SUV Elite,Suspension noise,in_progress,,2023-09
T000477,2023-09-07,E-Sports GT,Display console malfunction,completed,2023-09-08,2023-09
T000478,2023-09-08,E-Truck Power,Software update required,completed,2023-09-14,2023-09
T000479,2023-09-08,E-Sports GT,Battery range reduced,open,,2023-09
T000480,2023-09-09,E-Sedan Pro,Suspension noise,in_progress,,2023-09
T000481,2023-09-10,E-Sports GT,Climate control fault,completed,2023-09-15,2023-09
T000482,2023-09-10,E-Sedan Pro,Brake system check,completed,2023-09-13,2023-09
T000483,2023-09-10,E-Compact City,Climate control fault,in_progress,,2023-09
T000484,2023-09-11,E-Sports GT,Battery range reduced,completed,2023-09-16,2023-09
T000485,2023-09-11,E-SUV Elite,Suspension noise,open,,2023-09
T000486,2023-09-11,E-Sedan Pro,Climate control fault,completed,2023-09-17,2023-09
T000487,2023-09-12,E-Sports GT,General maintenance,completed,2023-09-16,2023-09
T000488,2023-09-12,E-Sedan Pro,Motor performance issue,completed,2023-09-15,2023-09
T000489,2023-09-13,E-SUV Elite,Battery range reduced,in_progress,,2023-09
T000490,2023-09-13,E-SUV Elite,Climate control fault,completed,2023-09-16,2023-09
T000491,2023-09-14,E-Compact City,Display console malfunction,completed,2023-09-19,2023-09
T000492,2023-09-14,E-Truck Power,Software update required,completed,2023-09-17,2023-09
T000493,2023-09-14,E-Compact City,General maintenance,completed,2023-09-18,2023-09
T000494,2023-09-14,E-Sports GT,Motor performance issue,completed,2023-09-18,2023-09
T000495,2023-09-15,E-SUV Elite,Display console malfunction,in_progress,,2023-09
T000496,2023-09-15,E-Truck Power,Software update required,open,,2023-09
T000497,2023-09-15,E-Sedan Pro,Tire replacement needed,completed,2023-09-21,2023-09
T000498,2023-09-16,E-Truck Power,Charging port not working,completed,2023-09-17,2023-09
T000499,2023-09-17,E-Truck Power,Display console malfunction,completed,2023-09-20,2023-09
T000500,2023-09-17,E-Truck Power,Motor performance issue,open,,2023-09
T000501,2023-09-19,E-Truck Power,Climate control fault,in_progress,,2023-09
T000502,2023-09-19,E-SUV Elite,Climate control fault,in_progress,,2023-09
T000503,2023-09-20,E-Truck Power,Tire replacement needed,in_progress,,2023-09
T000504,2023-09-20,E-Compact City,Battery range reduced,in_progress,,2023-09
T000505,2023-09-20,E-Sports GT,Brake system check,completed,2023-09-24,2023-09
T000506,2023-09-22,E-Sports GT,Software update required,in_progress,,2023-09
T000507,2023-09-22,E-Sports GT,Brake system check,completed,2023-09-25,2023-09
T000508,2023-09-22,E-Truck Power,Motor performance issue,in_progress,,2023-09
T000509,2023-09-23,E-Compact City,Tire replacement needed,completed,2023-09-27,2023-09
T000510,2023-09-23,E-Sedan Pro,Tire replacement needed,in_progress,,2023-09
T000511,2023-09-23,E-Sedan Pro,Tire replacement needed,completed,2023-09-27,2023-09
T000512,2023-09-24,E-Sedan Pro,Display console malfunction,completed,2023-09-28,2023-09
T000513,2023-09-25,E-Sports GT,Suspension noise,in_progress,,2023-09
T000514,2023-09-25,E-Truck Power,Brake system check,completed,2023-09-28,2023-09
T000515,2023-09-26,E-Sedan Pro,Tire replacement needed,in_progress,,2023-09
T000516,2023-09-26,E-SUV Elite,Battery range reduced,in_progress,,2023-09
T000517,2023-09-28,E-SUV Elite,Motor performance issue,completed,2023-09-29,2023-09
T000518,2023-09-28,E-SUV Elite,Battery range reduced,in_progress,,2023-09
T000519,2023-09-29,E-Compact City,Charging port not working,open,,2023-09
T000520,2023-09-29,E-Sedan Pro,Brake system check,completed,2023-10-02,2023-09
T000521,2023-09-29,E-Truck Power,Charging port not working,completed,2023-09-30,2023-09
T000522,2023-09-30,E-Compact City,Tire replacement needed,in_progress,,2023-09
T000523,2023-09-30,E-Truck Power,Suspension noise,completed,2023-10-01,2023-09
T000524,2023-09-30,E-Compact City,Suspension noise,completed,2023-10-02,2023-09
T000525,2023-09-30,E-Truck Power,Suspension noise,open,,2023-09
T000526,2023-10-01,E-Sports GT,Battery range reduced,in_progress,,2023-10
T000527,2023-10-01,E-Sports GT,General maintenance,completed,2023-10-04,2023-10
T000528,2023-10-02,E-Sports GT,Charging port not working,in_progress,,2023-10
T000529,2023-10-02,E-Truck Power,Suspension noise,completed,2023-10-06,2023-10
T000530,2023-10-03,E-Truck Power,Motor performance issue,completed,2023-10-04,2023-10
T000531,2023-10-03,E-Truck Power,Tire replacement needed,in_progress,,2023-10
T000532,2023-10-03,E-Compact City,Motor performance issue,in_progress,,2023-10
T000533,2023-10-04,E-Sedan Pro,Tire replacement needed,completed,2023-10-09,2023-10
T000534,2023-10-04,E-Compact City,Battery range reduced,in_progress,,2023-10
T000535,2023-10-04,E-Compact City,Software update required,completed,2023-10-06,2023-10
T000536,2023-10-05,E-Compact City,Display console malfunction,open,,2023-10
T000537,2023-10-06,E-SUV Elite,Brake system check,completed,2023-10-10,2023-10
T000538,2023-10-06,E-Sports GT,Tire replacement needed,completed,2023-10-08,2023-10
T000539,2023-10-06,E-SUV Elite,Charging port not working,completed,2023-10-10,2023-10
T000540,2023-10-07,E-Compact City,Charging port not working,in_progress,,2023-10
T000541,2023-10-07,E-SUV Elite,Brake system check,in_progress,,2023-10
T000542,2023-10-07,E-SUV Elite,Tire replacement needed,open,,2023-10
T000543,2023-10-07,E-Sedan Pro,Display console malfunction,open,,2023-10
T000544,2023-10-08,E-SUV Elite,Battery range reduced,completed,2023-10-13,2023-10
T000545,2023-10-08,E-Compact City,Brake system check,completed,2023-10-14,2023-10
T000546,2023-10-08,E-Sedan Pro,Suspension noise,open,,2023-10
T000547,2023-10-08,E-Sports GT,Tire replacement needed,in_progress,,2023-10
T000548,2023-10-09,E-Sedan Pro,Brake system check,open,,2023-10
T000549,2023-10-09,E-SUV Elite,Battery range reduced,in_progress,,2023-10
T000550,2023-10-10,E-Compact City,Suspension noise,in_progress,,2023-10
T000551,2023-10-10,E-Sedan Pro,Battery range reduced,completed,2023-10-13,2023-10
T000552,2023-10-10,E-SUV Elite,Brake system check,open,,2023-10
T000553,2023-10-10,E-Sedan Pro,Suspension noise,completed,2023-10-12,2023-10
T000554,2023-10-12,E-Sedan Pro,Display console malfunction,completed,2023-10-14,2023-10
T000555,2023-10-12,E-Compact City,Software update required,completed,2023-10-18,2023-10
T000556,2023-10-12,E-SUV Elite,Battery range reduced,in_progress,,2023-10
T000557,2023-10-12,E-Compact City,Display console malfunction,completed,2023-10-15,2023-10
T000558,2023-10-12,E-Truck Power,Suspension noise,in_progress,,2023-10
T000559,2023-10-13,E-Truck Power,Battery range reduced,completed,2023-10-16,2023-10
T000560,2023-10-14,E-Compact City,Charging port not working,completed,2023-10-15,2023-10
T000561,2023-10-14,E-Sports GT,Climate control fault,completed,2023-10-19,2023-10
T000562,2023-10-15,E-Truck Power,Tire replacement needed,completed,2023-10-18,2023-10
T000563,2023-10-16,E-Compact City,Battery range reduced,completed,2023-10-21,2023-10
T000564,2023-10-16,E-Compact City,Charging port not working,completed,2023-10-18,2023-10
T000565,2023-10-16,E-Sports GT,Brake system check,in_progress,,2023-10
T000566,2023-10-17,E-Sedan Pro,Brake system check,completed,2023-10-23,2023-10
T000567,2023-10-17,E-Sports GT,Climate control fault,completed,2023-10-21,2023-10
T000568,2023-10-17,E-Sedan Pro,Display console malfunction,completed,2023-10-18,2023-10
T000569,2023-10-17,E-Sports GT,Charging port not working,completed,2023-10-20,2023-10
T000570,2023-10-18,E-Truck Power,Software update required,completed,2023-10-23,2023-10
T000571,2023-10-18,E-Sports GT,Motor performance issue,completed,2023-10-24,2023-10
